1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.609000000000000000e+03,4.609000000000000000e+03,4.609000000000000000e+03,4.609000000000000000e+03,4.609000000000000000e+03,4.609000000000000000e+03,4.609000000000000000e+03,4.609000000000000000e+03
2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,4.610000000000000000e+03,4.610000000000000000e+03,4.610000000000000000e+03,4.610000000000000000e+03,4.610000000000000000e+03,4.610000000000000000e+03,4.610000000000000000e+03,4.610000000000000000e+03
3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,4.611000000000000000e+03,4.611000000000000000e+03,4.611000000000000000e+03,4.611000000000000000e+03,4.611000000000000000e+03,4.611000000000000000e+03,4.611000000000000000e+03,4.611000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,4.612000000000000000e+03,4.612000000000000000e+03,4.612000000000000000e+03,4.612000000000000000e+03,4.612000000000000000e+03,4.612000000000000000e+03,4.612000000000000000e+03,4.612000000000000000e+03
5.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,4.613000000000000000e+03,4.613000000000000000e+03,4.613000000000000000e+03,4.613000000000000000e+03,4.613000000000000000e+03,4.613000000000000000e+03,4.613000000000000000e+03,4.613000000000000000e+03
6.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,4.614000000000000000e+03,4.614000000000000000e+03,4.614000000000000000e+03,4.614000000000000000e+03,4.614000000000000000e+03,4.614000000000000000e+03,4.614000000000000000e+03,4.614000000000000000e+03
7.000000000000000000e+00,7.000000000000000000e+00,7.000000000000000000e+00,7.000000000000000000e+00,7.000000000000000000e+00,7.000000000000000000e+00,7.000000000000000000e+00,7.000000000000000000e+00,4.615000000000000000e+03,4.615000000000000000e+03,4.615000000000000000e+03,4.615000000000000000e+03,4.615000000000000000e+03,4.615000000000000000e+03,4.615000000000000000e+03,4.615000000000000000e+03
8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,4.616000000000000000e+03,4.616000000000000000e+03,4.616000000000000000e+03,4.616000000000000000e+03,4.616000000000000000e+03,4.616000000000000000e+03,4.616000000000000000e+03,4.616000000000000000e+03
9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,4.617000000000000000e+03,4.617000000000000000e+03,4.617000000000000000e+03,4.617000000000000000e+03,4.617000000000000000e+03,4.617000000000000000e+03,4.617000000000000000e+03,4.617000000000000000e+03
1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,4.618000000000000000e+03,4.618000000000000000e+03,4.618000000000000000e+03,4.618000000000000000e+03,4.618000000000000000e+03,4.618000000000000000e+03,4.618000000000000000e+03,4.618000000000000000e+03
1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,4.619000000000000000e+03,4.619000000000000000e+03,4.619000000000000000e+03,4.619000000000000000e+03,4.619000000000000000e+03,4.619000000000000000e+03,4.619000000000000000e+03,4.619000000000000000e+03
1.200000000000000000e+01,1.200000000000000000e+01,1.200000000000000000e+01,1.200000000000000000e+01,1.200000000000000000e+01,1.200000000000000000e+01,1.200000000000000000e+01,1.200000000000000000e+01,4.620000000000000000e+03,4.620000000000000000e+03,4.620000000000000000e+03,4.620000000000000000e+03,4.620000000000000000e+03,4.620000000000000000e+03,4.620000000000000000e+03,4.620000000000000000e+03
1.300000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,4.621000000000000000e+03,4.621000000000000000e+03,4.621000000000000000e+03,4.621000000000000000e+03,4.621000000000000000e+03,4.621000000000000000e+03,4.621000000000000000e+03,4.621000000000000000e+03
1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,4.622000000000000000e+03,4.622000000000000000e+03,4.622000000000000000e+03,4.622000000000000000e+03,4.622000000000000000e+03,4.622000000000000000e+03,4.622000000000000000e+03,4.622000000000000000e+03
1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,4.623000000000000000e+03,4.623000000000000000e+03,4.623000000000000000e+03,4.623000000000000000e+03,4.623000000000000000e+03,4.623000000000000000e+03,4.623000000000000000e+03,4.623000000000000000e+03
1.600000000000000000e+01,1.600000000000000000e+01,1.600000000000000000e+01,1.600000000000000000e+01,1.600000000000000000e+01,1.600000000000000000e+01,1.600000000000000000e+01,1.600000000000000000e+01,4.624000000000000000e+03,4.624000000000000000e+03,4.624000000000000000e+03,4.624000000000000000e+03,4.624000000000000000e+03,4.624000000000000000e+03,4.624000000000000000e+03,4.624000000000000000e+03
1.700000000000000000e+01,1.700000000000000000e+01,1.700000000000000000e+01,1.700000000000000000e+01,1.700000000000000000e+01,1.700000000000000000e+01,1.700000000000000000e+01,1.700000000000000000e+01,4.625000000000000000e+03,4.625000000000000000e+03,4.625000000000000000e+03,4.625000000000000000e+03,4.625000000000000000e+03,4.625000000000000000e+03,4.625000000000000000e+03,4.625000000000000000e+03
